timestamp,symbol,side,entry_price,exit_price,qty,entry_usd,exit_usd,net_pnl,is_win,duration
1776985152.1819909,ETHUSDT,LONG,2330.41,2330.64,0.12,279.65,279.68,-0.308,False,45.4s
1776985613.243413,ETHUSDT,LONG,2330.32,2330.88,0.12,279.64,279.71,-0.2684,False,45.6s
1776986334.8924613,ETHUSDT,LONG,2323.91,2324.31,0.12,278.87,278.92,-0.2867,False,45.4s
